setting,example_id,question_type,level,question,gold_titles,k,dense_full_at_k,rerank_full_at_k,dense_gold_ranks,rerank_gold_ranks,transition
pooled,5a760faa5542994ccc9186a8,bridge,hard," What is the latest album of Tim Hecker, the Canadian electronic music maker?","Ravedeath, 1972 | Tim Hecker",2,0,0,"{""Ravedeath, 1972"":2,""Tim Hecker"":3}","{""Ravedeath, 1972"":6,""Tim Hecker"":1}",stable_miss
pooled,5a760faa5542994ccc9186a8,bridge,hard," What is the latest album of Tim Hecker, the Canadian electronic music maker?","Ravedeath, 1972 | Tim Hecker",5,1,0,"{""Ravedeath, 1972"":2,""Tim Hecker"":3}","{""Ravedeath, 1972"":6,""Tim Hecker"":1}",damage
pooled,5a760faa5542994ccc9186a8,bridge,hard," What is the latest album of Tim Hecker, the Canadian electronic music maker?","Ravedeath, 1972 | Tim Hecker",10,1,1,"{""Ravedeath, 1972"":2,""Tim Hecker"":3}","{""Ravedeath, 1972"":6,""Tim Hecker"":1}",stable_hit
pooled,5a7625c7554299109176e668,bridge,hard,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Chris Hardwick | Comedy Film Nerds,2,0,0,"{""Chris Hardwick"":8,""Comedy Film Nerds"":3}","{""Chris Hardwick"":3,""Comedy Film Nerds"":8}",stable_miss
pooled,5a7625c7554299109176e668,bridge,hard,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Chris Hardwick | Comedy Film Nerds,5,0,0,"{""Chris Hardwick"":8,""Comedy Film Nerds"":3}","{""Chris Hardwick"":3,""Comedy Film Nerds"":8}",stable_miss
pooled,5a7625c7554299109176e668,bridge,hard,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Chris Hardwick | Comedy Film Nerds,10,1,1,"{""Chris Hardwick"":8,""Comedy Film Nerds"":3}","{""Chris Hardwick"":3,""Comedy Film Nerds"":8}",stable_hit
pooled,5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1925 Birthday Honours | George V,2,0,0,"{""1925 Birthday Honours"":1,""George V"":11}","{""1925 Birthday Honours"":1,""George V"":10}",stable_miss
pooled,5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1925 Birthday Honours | George V,5,0,0,"{""1925 Birthday Honours"":1,""George V"":11}","{""1925 Birthday Honours"":1,""George V"":10}",stable_miss
pooled,5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1925 Birthday Honours | George V,10,0,1,"{""1925 Birthday Honours"":1,""George V"":11}","{""1925 Birthday Honours"":1,""George V"":10}",rescue
pooled,5a7633ad5542992db9473741,comparison,hard,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",Battle of Manila (1945) | Seven Days Battles,2,0,1,"{""Battle of Manila (1945)"":1,""Seven Days Battles"":3}","{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}",rescue
pooled,5a7633ad5542992db9473741,comparison,hard,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",Battle of Manila (1945) | Seven Days Battles,5,1,1,"{""Battle of Manila (1945)"":1,""Seven Days Battles"":3}","{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}",stable_hit
pooled,5a7633ad5542992db9473741,comparison,hard,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",Battle of Manila (1945) | Seven Days Battles,10,1,1,"{""Battle of Manila (1945)"":1,""Seven Days Battles"":3}","{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}",stable_hit
pooled,5a7634f155429976ec32bd6b,bridge,hard,"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?","Ogallala Aquifer | Ogallala, Nebraska",2,0,0,"{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":8}","{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":3}",stable_miss
pooled,5a7634f155429976ec32bd6b,bridge,hard,"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?","Ogallala Aquifer | Ogallala, Nebraska",5,0,1,"{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":8}","{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":3}",rescue
pooled,5a7634f155429976ec32bd6b,bridge,hard,"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?","Ogallala Aquifer | Ogallala, Nebraska",10,1,1,"{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":8}","{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":3}",stable_hit
pooled,5a76387d554299109176e6ba,comparison,hard,Who was born first Am Rong or Ava DuVernay ?,Am Rong | Ava DuVernay,2,0,1,"{""Am Rong"":26,""Ava DuVernay"":27}","{""Am Rong"":2,""Ava DuVernay"":1}",rescue
pooled,5a76387d554299109176e6ba,comparison,hard,Who was born first Am Rong or Ava DuVernay ?,Am Rong | Ava DuVernay,5,0,1,"{""Am Rong"":26,""Ava DuVernay"":27}","{""Am Rong"":2,""Ava DuVernay"":1}",rescue
pooled,5a76387d554299109176e6ba,comparison,hard,Who was born first Am Rong or Ava DuVernay ?,Am Rong | Ava DuVernay,10,0,1,"{""Am Rong"":26,""Ava DuVernay"":27}","{""Am Rong"":2,""Ava DuVernay"":1}",rescue
pooled,5a764c0b55429976ec32bd89,bridge,hard,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,Astrodome | Eighth Wonder of the World,2,1,1,"{""Astrodome"":2,""Eighth Wonder of the World"":1}","{""Astrodome"":1,""Eighth Wonder of the World"":2}",stable_hit
pooled,5a764c0b55429976ec32bd89,bridge,hard,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,Astrodome | Eighth Wonder of the World,5,1,1,"{""Astrodome"":2,""Eighth Wonder of the World"":1}","{""Astrodome"":1,""Eighth Wonder of the World"":2}",stable_hit
pooled,5a764c0b55429976ec32bd89,bridge,hard,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,Astrodome | Eighth Wonder of the World,10,1,1,"{""Astrodome"":2,""Eighth Wonder of the World"":1}","{""Astrodome"":1,""Eighth Wonder of the World"":2}",stable_hit
pooled,5a76e88555429972597f13f4,bridge,hard,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,Patrick Tatten | The Soloist,2,0,0,"{""Patrick Tatten"":10,""The Soloist"":null}","{""Patrick Tatten"":1,""The Soloist"":null}",stable_miss
pooled,5a76e88555429972597f13f4,bridge,hard,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,Patrick Tatten | The Soloist,5,0,0,"{""Patrick Tatten"":10,""The Soloist"":null}","{""Patrick Tatten"":1,""The Soloist"":null}",stable_miss
pooled,5a76e88555429972597f13f4,bridge,hard,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,Patrick Tatten | The Soloist,10,0,0,"{""Patrick Tatten"":10,""The Soloist"":null}","{""Patrick Tatten"":1,""The Soloist"":null}",stable_miss
pooled,5a77152355429966f1a36c2e,bridge,hard,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,What Are Little Boys Made Of? | What Are Little Girls Made Of?,2,0,0,"{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":11}","{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":11}",stable_miss
pooled,5a77152355429966f1a36c2e,bridge,hard,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,What Are Little Boys Made Of? | What Are Little Girls Made Of?,5,0,0,"{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":11}","{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":11}",stable_miss
pooled,5a77152355429966f1a36c2e,bridge,hard,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,What Are Little Boys Made Of? | What Are Little Girls Made Of?,10,0,0,"{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":11}","{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":11}",stable_miss
pooled,5a77309d55429972597f1487,comparison,hard,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray | P. J. O'Rourke,2,0,0,"{""José Echegaray"":1,""P. J. O'Rourke"":null}","{""José Echegaray"":1,""P. J. O'Rourke"":null}",stable_miss
pooled,5a77309d55429972597f1487,comparison,hard,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray | P. J. O'Rourke,5,0,0,"{""José Echegaray"":1,""P. J. O'Rourke"":null}","{""José Echegaray"":1,""P. J. O'Rourke"":null}",stable_miss
pooled,5a77309d55429972597f1487,comparison,hard,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray | P. J. O'Rourke,10,0,0,"{""José Echegaray"":1,""P. J. O'Rourke"":null}","{""José Echegaray"":1,""P. J. O'Rourke"":null}",stable_miss
pooled,5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,David Huntsinger | Larnelle Harris,2,0,1,"{""David Huntsinger"":1,""Larnelle Harris"":4}","{""David Huntsinger"":1,""Larnelle Harris"":2}",rescue
pooled,5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,David Huntsinger | Larnelle Harris,5,1,1,"{""David Huntsinger"":1,""Larnelle Harris"":4}","{""David Huntsinger"":1,""Larnelle Harris"":2}",stable_hit
pooled,5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,David Huntsinger | Larnelle Harris,10,1,1,"{""David Huntsinger"":1,""Larnelle Harris"":4}","{""David Huntsinger"":1,""Larnelle Harris"":2}",stable_hit
pooled,5a7757215542993569682d58,bridge,hard,"What 2016 film stars actor Xavier Samuel and an actress who portrayed Vasilisa Dragomir in the film ""Vampire Academy""?",Lucy Fry | Mr. Church,2,0,0,"{""Lucy Fry"":2,""Mr. Church"":null}","{""Lucy Fry"":1,""Mr. Church"":null}",stable_miss
pooled,5a7757215542993569682d58,bridge,hard,"What 2016 film stars actor Xavier Samuel and an actress who portrayed Vasilisa Dragomir in the film ""Vampire Academy""?",Lucy Fry | Mr. Church,5,0,0,"{""Lucy Fry"":2,""Mr. Church"":null}","{""Lucy Fry"":1,""Mr. Church"":null}",stable_miss
pooled,5a7757215542993569682d58,bridge,hard,"What 2016 film stars actor Xavier Samuel and an actress who portrayed Vasilisa Dragomir in the film ""Vampire Academy""?",Lucy Fry | Mr. Church,10,0,0,"{""Lucy Fry"":2,""Mr. Church"":null}","{""Lucy Fry"":1,""Mr. Church"":null}",stable_miss
pooled,5a7759fc5542993569682d60,comparison,hard,Where are Teide National Park and Garajonay National Park located?,Garajonay National Park | Teide National Park,2,1,1,"{""Garajonay National Park"":1,""Teide National Park"":2}","{""Garajonay National Park"":1,""Teide National Park"":2}",stable_hit
pooled,5a7759fc5542993569682d60,comparison,hard,Where are Teide National Park and Garajonay National Park located?,Garajonay National Park | Teide National Park,5,1,1,"{""Garajonay National Park"":1,""Teide National Park"":2}","{""Garajonay National Park"":1,""Teide National Park"":2}",stable_hit
pooled,5a7759fc5542993569682d60,comparison,hard,Where are Teide National Park and Garajonay National Park located?,Garajonay National Park | Teide National Park,10,1,1,"{""Garajonay National Park"":1,""Teide National Park"":2}","{""Garajonay National Park"":1,""Teide National Park"":2}",stable_hit
pooled,5a77724455429972597f153e,bridge,hard,What race track in the midwest hosts a 500 mile race eavery May?,1957 Indianapolis 500 | Indianapolis Motor Speedway,2,1,0,"{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":2}","{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":6}",damage
pooled,5a77724455429972597f153e,bridge,hard,What race track in the midwest hosts a 500 mile race eavery May?,1957 Indianapolis 500 | Indianapolis Motor Speedway,5,1,0,"{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":2}","{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":6}",damage
pooled,5a77724455429972597f153e,bridge,hard,What race track in the midwest hosts a 500 mile race eavery May?,1957 Indianapolis 500 | Indianapolis Motor Speedway,10,1,1,"{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":2}","{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":6}",stable_hit
pooled,5a77a65b5542992a6e59df57,bridge,hard,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",Current Mood | Small Town Boy (song),2,0,1,"{""Current Mood"":2,""Small Town Boy (song)"":3}","{""Current Mood"":2,""Small Town Boy (song)"":1}",rescue
pooled,5a77a65b5542992a6e59df57,bridge,hard,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",Current Mood | Small Town Boy (song),5,1,1,"{""Current Mood"":2,""Small Town Boy (song)"":3}","{""Current Mood"":2,""Small Town Boy (song)"":1}",stable_hit
pooled,5a77a65b5542992a6e59df57,bridge,hard,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",Current Mood | Small Town Boy (song),10,1,1,"{""Current Mood"":2,""Small Town Boy (song)"":3}","{""Current Mood"":2,""Small Town Boy (song)"":1}",stable_hit
pooled,5a77beae5542992a6e59dfae,bridge,hard,Which jazz singer has a 2003 album entitled The Boy Next Door? ,Stacey Kent | The Boy Next Door (album),2,0,0,"{""Stacey Kent"":null,""The Boy Next Door (album)"":1}","{""Stacey Kent"":null,""The Boy Next Door (album)"":1}",stable_miss
pooled,5a77beae5542992a6e59dfae,bridge,hard,Which jazz singer has a 2003 album entitled The Boy Next Door? ,Stacey Kent | The Boy Next Door (album),5,0,0,"{""Stacey Kent"":null,""The Boy Next Door (album)"":1}","{""Stacey Kent"":null,""The Boy Next Door (album)"":1}",stable_miss
pooled,5a77beae5542992a6e59dfae,bridge,hard,Which jazz singer has a 2003 album entitled The Boy Next Door? ,Stacey Kent | The Boy Next Door (album),10,0,0,"{""Stacey Kent"":null,""The Boy Next Door (album)"":1}","{""Stacey Kent"":null,""The Boy Next Door (album)"":1}",stable_miss
pooled,5a77c1505542997042120b1b,bridge,hard,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?",Chattahoochee (song) | We'll Burn That Bridge,2,0,0,"{""Chattahoochee (song)"":5,""We'll Burn That Bridge"":null}","{""Chattahoochee (song)"":2,""We'll Burn That Bridge"":null}",stable_miss
pooled,5a77c1505542997042120b1b,bridge,hard,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?",Chattahoochee (song) | We'll Burn That Bridge,5,0,0,"{""Chattahoochee (song)"":5,""We'll Burn That Bridge"":null}","{""Chattahoochee (song)"":2,""We'll Burn That Bridge"":null}",stable_miss
pooled,5a77c1505542997042120b1b,bridge,hard,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?",Chattahoochee (song) | We'll Burn That Bridge,10,0,0,"{""Chattahoochee (song)"":5,""We'll Burn That Bridge"":null}","{""Chattahoochee (song)"":2,""We'll Burn That Bridge"":null}",stable_miss
pooled,5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence | MEO Rip Curl Pro Portugal,2,1,1,"{""John John Florence"":2,""MEO Rip Curl Pro Portugal"":1}","{""John John Florence"":1,""MEO Rip Curl Pro Portugal"":2}",stable_hit
pooled,5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence | MEO Rip Curl Pro Portugal,5,1,1,"{""John John Florence"":2,""MEO Rip Curl Pro Portugal"":1}","{""John John Florence"":1,""MEO Rip Curl Pro Portugal"":2}",stable_hit
pooled,5a77cb335542997042120b3a,bridge,hard,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence | MEO Rip Curl Pro Portugal,10,1,1,"{""John John Florence"":2,""MEO Rip Curl Pro Portugal"":1}","{""John John Florence"":1,""MEO Rip Curl Pro Portugal"":2}",stable_hit
pooled,5a77cb5e55429967ab1052a7,bridge,hard,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Dan Castellaneta | Kang and Kodos,2,0,0,"{""Dan Castellaneta"":1,""Kang and Kodos"":5}","{""Dan Castellaneta"":1,""Kang and Kodos"":8}",stable_miss
pooled,5a77cb5e55429967ab1052a7,bridge,hard,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Dan Castellaneta | Kang and Kodos,5,1,0,"{""Dan Castellaneta"":1,""Kang and Kodos"":5}","{""Dan Castellaneta"":1,""Kang and Kodos"":8}",damage
pooled,5a77cb5e55429967ab1052a7,bridge,hard,"The voice of Homer Simpson also voices what alien character in the television series ""The Simpsons""?",Dan Castellaneta | Kang and Kodos,10,1,1,"{""Dan Castellaneta"":1,""Kang and Kodos"":5}","{""Dan Castellaneta"":1,""Kang and Kodos"":8}",stable_hit
pooled,5a78b209554299148911f93e,comparison,hard,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Albee | J. M. Barrie,2,0,0,"{""Edward Albee"":9,""J. M. Barrie"":8}","{""Edward Albee"":1,""J. M. Barrie"":8}",stable_miss
pooled,5a78b209554299148911f93e,comparison,hard,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Albee | J. M. Barrie,5,0,0,"{""Edward Albee"":9,""J. M. Barrie"":8}","{""Edward Albee"":1,""J. M. Barrie"":8}",stable_miss
pooled,5a78b209554299148911f93e,comparison,hard,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Albee | J. M. Barrie,10,1,1,"{""Edward Albee"":9,""J. M. Barrie"":8}","{""Edward Albee"":1,""J. M. Barrie"":8}",stable_hit
pooled,5a78bd9b554299078472774a,bridge,hard,What nationality were social anthropologists Alfred Gell and Edmund Leach?,Alfred Gell | Edmund Leach,2,1,1,"{""Alfred Gell"":2,""Edmund Leach"":1}","{""Alfred Gell"":1,""Edmund Leach"":2}",stable_hit
